"","UCL_10","UCL_11","UCL_12","UCL_1","UCL_2","UCL_3","UCL_4","UCL_5","UCL_6","UCL_7","UCL_9"
"CV001_KM9465189_cluster_1",0.412083898228102,0.357160027247126,0.419154132375392,0.828172712792194,0.269416319827816,0.347816649972734,0.356999465986766,0.424173615781838,0.432438213013218,0.4147116522227,0.416647169409479
"CV001_KM9465189_cluster_2",0.391816682035512,0.335901072306712,0.377051357142393,0.382964738247898,0.283152001390841,0.383721601356077,0.800456853129293,0.431752660642817,0.440157036124574,0.432349899450058,0.439831684383025
"CV001_KM9465189_cluster_3",0.389228243691785,0.342586978293932,0.384088660632964,0.385174493215137,0.290683686727039,0.771166173102434,0.411067262705128,0.437485289091879,0.437484065223703,0.417837680847247,0.427978432952678
"CV001_KM9465190_cluster_0",0.410220259556275,0.357115350851198,0.4046226813794,0.381145559949572,0.288357983806431,0.868815712747641,0.438099417100341,0.4690749586756,0.458573392773578,0.450305428617469,0.461435072083733
"CV001_KM9465190_cluster_1",0.365378229866422,0.475002414660746,0.377899454105917,0.283991612675303,0.863647294852083,0.273841264031286,0.290295069734416,0.341481790991256,0.342573007731794,0.331085177297137,0.34817280640288
"CV001_KM9465190_cluster_2",0.405420233381774,0.340913883796111,0.392193887194044,0.361125062252304,0.274176875971348,0.39794619145377,0.888722502513013,0.447648838273601,0.45628348706999,0.451118548692697,0.451945858691962
"CV001_KM9465190_cluster_3",0.44177687002808,0.366983419439337,0.442246397311128,0.859931733340238,0.276228564954476,0.36375110476934,0.380019873152961,0.452444476187283,0.46429576922629,0.436882501328707,0.438816820968189
"CV001_KM9505818_cluster_0",0.36246842759027,0.309306355165636,0.361632769963305,0.309129620366292,0.233595707625158,0.838808298534513,0.380782728819097,0.424617860763657,0.412466778051232,0.398221829036445,0.406773538446159
"CV001_KM9505818_cluster_1",0.403770239322084,0.322407896588826,0.402853793523443,0.836890137758636,0.224119173658501,0.321336506541518,0.332674848679802,0.431765084573403,0.420061756288938,0.398701324969389,0.413330133138628
"CV001_KM9505818_cluster_2",0.351120547256144,0.279265992725468,0.345416976420224,0.304160319292791,0.20671559416383,0.374083547068916,0.81476823745293,0.401332075680798,0.390020212870571,0.420178964792309,0.406600569911915
"CV001_KM9505818_cluster_3",0.337131323763078,0.457202440194987,0.347186797697458,0.237781905240993,0.848338875031224,0.247349152921438,0.24423342833113,0.304840250569259,0.323879473769678,0.307920907989931,0.300542214081577
"CV001_KM9505819_cluster_0",0.452772138832474,0.371860470021839,0.464552369801674,0.92673752114293,0.290101974266886,0.338671890104898,0.348168755020609,0.474088343842623,0.470842013462705,0.444768633865881,0.453592510985562
"CV001_KM9505819_cluster_1",0.397104989093926,0.347268923833621,0.392136396557138,0.353863868303547,0.280483681618306,0.938075258599081,0.399894262827734,0.471771587993375,0.450833261831091,0.440035869234909,0.455020358497773
"CV001_KM9505819_cluster_2",0.421851924247063,0.345923375160563,0.399112809393194,0.361632398116434,0.270821743581209,0.406003540711132,0.949638934895378,0.464587672701426,0.469048430506802,0.471044857241655,0.463999120551412
"CV001_KM9505819_cluster_3",0.36809241493929,0.493542304685437,0.366648862522864,0.26869427384878,0.910651227097226,0.241711646912415,0.238391895607655,0.3300720266079,0.328245581760527,0.320505834539059,0.318034991278062
"CV001_KM9505820_cluster_0",0.410493756050876,0.358526279375895,0.40819217049274,0.383440177226329,0.290585072278141,0.897687769950537,0.403823638454126,0.472443244838194,0.462908946803135,0.446870611286063,0.450948436574411
"CV001_KM9505820_cluster_1",0.40617502027173,0.346831105693786,0.391384002072975,0.375437807340874,0.280541037699722,0.394691488338489,0.885276779196591,0.442452251015912,0.455292593130059,0.463546531598679,0.463461448319718
"CV001_KM9505820_cluster_2",0.438771793188433,0.362563041294921,0.44534548225343,0.883985540263162,0.286129881848045,0.347212054547564,0.361553307992208,0.45579152255861,0.454575291958411,0.436409204675653,0.445263025746051
"CV001_KM9505820_cluster_3",0.365257343876819,0.480948227506853,0.36690027837011,0.287746338245416,0.860806061261033,0.277081109036009,0.271443662750865,0.330825409757628,0.342324943133805,0.33639597884752,0.339380549409255
"CV001_KM9505821_cluster_0",0.351877938966817,0.45574224802506,0.340312189292795,0.260504633768524,0.803601789840535,0.259266938309608,0.251611491898068,0.304804264124321,0.318652290258312,0.311128279440509,0.309804680562186
"CV001_KM9505821_cluster_1",0.352438216906269,0.302744623528567,0.340189421173925,0.323388696150981,0.25172962591126,0.730330956044101,0.391545083749964,0.406795647155801,0.390688139154347,0.378172088498187,0.39694022876202
"CV001_KM9505821_cluster_2",0.385748868421401,0.318596416340022,0.388370671621288,0.795639984549348,0.227816774971408,0.332157181939317,0.333323136959734,0.41186698844124,0.4075267543024,0.400269161084839,0.389715411763679
"CV001_KM9505821_cluster_3",0.36819160311922,0.302188269327266,0.350447579916081,0.325410210636549,0.221741319136607,0.371915319776927,0.834737190156684,0.412601075517292,0.407504056609976,0.414847540601592,0.41962600969208
"CV001_KM9505822_cluster_0",0.415743906769786,0.35009412234395,0.401942104174285,0.371128039280095,0.258908484144903,0.402531267726016,0.939455236909048,0.463082457862294,0.470317179312844,0.469404529584483,0.465860337106341
"CV001_KM9505822_cluster_1",0.409689545859777,0.356954655636805,0.40827876196813,0.370918603809922,0.264665286799494,0.95977763889789,0.415083691285881,0.483046592111392,0.467236018476134,0.450274668571979,0.461818436330302
"CV001_KM9505822_cluster_2",0.456651494117865,0.376453670679632,0.463832227911408,0.934890719910454,0.281783584318137,0.355395784331757,0.368512300050298,0.474878214472644,0.478256163952642,0.452560224504107,0.45068261432512
"CV001_KM9505822_cluster_3",0.372097670929378,0.513564812318403,0.366140429588174,0.280784981213147,0.933839740551788,0.248672796573562,0.250220328983886,0.328884710854585,0.329754274283038,0.332132953160794,0.331874976506885
"CV001_KM9505823_cluster_0",0.409168331057447,0.342888761534075,0.405075977141416,0.788271647267572,0.269487096006938,0.35298055658036,0.353078248104076,0.424581186928485,0.424970512217593,0.417294991491545,0.410677331460771
"CV001_KM9505823_cluster_1",0.375739151556457,0.321841727317794,0.365089168380887,0.370848490408342,0.268332957690313,0.743470817011467,0.385812157372982,0.421060269956294,0.414982755226755,0.409200345771068,0.414526282068432
"CV001_KM9505823_cluster_2",0.345620779378459,0.449327276870237,0.34135262591643,0.266040260278564,0.785525438521391,0.271280229651206,0.275148387818763,0.317409754441946,0.31197671938547,0.32211490729134,0.326465998964608
"CV001_KM9505823_cluster_3",0.379313653572285,0.317269122482133,0.358566087833006,0.363080784641438,0.255916682398669,0.366156513580404,0.79248121946207,0.417552232589059,0.420272945427168,0.419912963023755,0.421106326345777
"CV001_KM9505824_cluster_0",0.355989886180121,0.473159548822709,0.353732541473067,0.269172708139981,0.851240514575387,0.248563478245502,0.261392227939649,0.325972428179619,0.332720548823802,0.315706813848634,0.328731255249251
"CV001_KM9505824_cluster_1",0.393984824797809,0.337739232353414,0.404228979514755,0.821887513735122,0.23854804612812,0.326202135039468,0.343174861657229,0.436380123459575,0.432360935759642,0.414874541407574,0.412617984178598
"CV001_KM9505824_cluster_2",0.37349451265711,0.325178400130288,0.375302653336723,0.335134240309073,0.252280187449778,0.855837443735532,0.39780240760415,0.442694151626105,0.429633299868008,0.417676427050368,0.427018344615892
"CV001_KM9505824_cluster_3",0.38164432320344,0.326007768319101,0.375660586254039,0.345357439971452,0.259737881028469,0.38899794031534,0.862755544041318,0.435436260689313,0.434301092382537,0.441650284772936,0.435391591062948
"CV001_KM9505914_cluster_0",0.567238321737617,0.323287029678542,0.931825134205732,0.464390862247562,0.386386305378885,0.397234394325092,0.407309932889954,0.424574731625896,0.431567337116141,0.314247407511199,0.333883649107777
"CV001_KM9505914_cluster_1",0.372155926746942,0.243500053926029,0.307388428109706,0.412592691841579,0.31677244438102,0.429766372602395,0.432094201468182,0.432727505734082,0.430051587803836,0.359413283048357,0.879026823151222
"CV001_KM9505914_cluster_2",0.394019091392737,0.258144654327344,0.316444089353119,0.424960321371707,0.335317066700508,0.424690483080391,0.460224226899954,0.443710086903604,0.445494877413376,0.933871424863797,0.383245439213167
"CV001_KM9505914_cluster_3",0.35271007246046,0.886270909263693,0.307043654651705,0.348982396338784,0.484843761568311,0.330329914936532,0.323351413713674,0.339983846701313,0.34943076827238,0.253561992650098,0.24062217419458
"CV001_KM9505915_cluster_0",0.343843324036882,0.937437550938937,0.290773902103374,0.34374653612223,0.493769198103218,0.321538974895371,0.323238861911979,0.33057526295117,0.341132140389363,0.237598459841423,0.238162120735791
"CV001_KM9505915_cluster_1",0.406949835667138,0.233518077132247,0.323722231641508,0.431272804477688,0.320875195080591,0.434466397427259,0.470290447912822,0.449912062706988,0.447171019584175,0.93953736506152,0.395201333571987
"CV001_KM9505915_cluster_2",0.387628970712211,0.220975620059635,0.326317037449837,0.435225890118892,0.325904679746891,0.429467146100009,0.442469822494647,0.44686078502021,0.457491106690993,0.37956325423134,0.927658594530609
"CV001_KM9505915_cluster_3",0.580371149152056,0.299541111873158,0.953883979502497,0.460593320174547,0.384992197471849,0.405893272132198,0.402022654599267,0.440436103249477,0.438811880332667,0.331150992543361,0.355407412341631
"CV001_KM9505916_cluster_0",0.546691800376046,0.300785586209866,0.926762671037721,0.427854855483738,0.363312142346115,0.376367947485948,0.377317816064385,0.398182077386402,0.406182516290255,0.292889561036464,0.316439948514103
"CV001_KM9505916_cluster_1",0.366971998252756,0.249764646576211,0.306666514201346,0.415959872828717,0.3134432543366,0.424477034639436,0.430843060376317,0.442037397281087,0.444203562381378,0.358041217075796,0.884243633276978
"CV001_KM9505916_cluster_2",0.340169526087125,0.897457681266048,0.278929911131115,0.331632141425925,0.480065189684452,0.318328496744886,0.317125024721741,0.322546384641311,0.324135698848566,0.231980266320282,0.231467280022579
"CV001_KM9505916_cluster_3",0.380884661870227,0.249193545536521,0.295667257069254,0.420856056385935,0.327038583237293,0.414283561290154,0.450325921252356,0.424568452498328,0.435460640723102,0.90268485761038,0.36347793442155
